Area_Abbreviation,Area_Code,Area,Item_Code,Item,Element_Code,Element,Unit,latitude,longitude,Y2009,Y2010,Y2011,Y2012,Y2013
AL,3,Andhra Pradesh,2781,"Fish, Body Oil",5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2761,Freshwater Fish,5142,Food,1000 tonnes,41.15,20.17,3,2,2,2,2
AL,3,Andhra Pradesh,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,41.15,20.17,396,417,421,442,451
AL,3,Andhra Pradesh,2625,"Fruits, Other",5142,Food,1000 tonnes,41.15,20.17,127,121,123,138,141
AL,3,Andhra Pradesh,2620,Grapes and products (excl wine),5142,Food,1000 tonnes,41.15,20.17,139,145,148,148,153
AL,3,Andhra Pradesh,2572,Groundnut Oil,5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2745,Honey,5142,Food,1000 tonnes,41.15,20.17,3,3,3,3,3
AL,3,Andhra Pradesh,2680,Infant food,5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2612,"Lemons, Limes and products",5142,Food,1000 tonnes,41.15,20.17,4,4,5,5,5
AL,3,Andhra Pradesh,2582,Maize Germ Oil,5142,Food,1000 tonnes,41.15,20.17,1,1,1,1,1
AL,3,Andhra Pradesh,2764,"Marine Fish, Other",5142,Food,1000 tonnes,41.15,20.17,2,1,3,2,2
AL,3,Andhra Pradesh,2943,Meat,5142,Food,1000 tonnes,41.15,20.17,176,186,185,194,197
AL,3,Andhra Pradesh,2735,"Meat, Other",5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,41.15,20.17,94,96,99,99,101
AL,3,Andhra Pradesh,2517,Millet and products,5521,Feed,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2928,Miscellaneous,5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2767,"Molluscs, Other",5142,Food,1000 tonnes,41.15,20.17,1,1,1,1,1
AL,3,Andhra Pradesh,2732,Mutton & Goat Meat,5142,Food,1000 tonnes,41.15,20.17,34,38,41,48,49
AL,3,Andhra Pradesh,2551,Nuts and products,5142,Food,1000 tonnes,41.15,20.17,12,12,13,11,13
AL,3,Andhra Pradesh,2516,Oats,5521,Feed,1000 tonnes,41.15,20.17,21,25,28,24,25
AL,3,Andhra Pradesh,2945,Offals,5142,Food,1000 tonnes,41.15,20.17,10,13,12,13,11
AL,3,Andhra Pradesh,2913,Oilcrops,5521,Feed,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2580,Olive Oil,5142,Food,1000 tonnes,41.15,20.17,2,2,2,2,2
AL,3,Andhra Pradesh,2563,Olives (including preserved),5521,Feed,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2602,Onions,5142,Food,1000 tonnes,41.15,20.17,66,76,105,107,94
AL,3,Andhra Pradesh,2611,"Oranges, Mandarines",5142,Food,1000 tonnes,41.15,20.17,41,47,43,42,40
AL,3,Andhra Pradesh,2577,Palm Oil,5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2547,Peas,5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2763,Pelagic Fish,5521,Feed,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2640,Pepper,5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2733,Pigmeat,5142,Food,1000 tonnes,41.15,20.17,36,35,35,35,35
AL,3,Andhra Pradesh,2641,Pimento,5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2618,Pineapples and products,5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2616,Plantains,5142,Food,1000 tonnes,41.15,20.17,0,0,0,1,1
AL,3,Andhra Pradesh,2531,Potatoes and products,5521,Feed,1000 tonnes,41.15,20.17,64,69,69,68,75
AL,3,Andhra Pradesh,2734,Poultry Meat,5142,Food,1000 tonnes,41.15,20.17,43,45,42,40,42
AL,3,Andhra Pradesh,2911,Pulses,5521,Feed,1000 tonnes,41.15,20.17,1,1,1,2,2
AL,3,Andhra Pradesh,2549,"Pulses, Other and products",5521,Feed,1000 tonnes,41.15,20.17,1,1,1,1,1
AL,3,Andhra Pradesh,2574,Rape and Mustard Oil,5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2805,Rice (Milled Equivalent),5521,Feed,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2534,"Roots, Other",5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2515,Rye and products,5142,Food,1000 tonnes,41.15,20.17,2,2,2,2,2
AL,3,Andhra Pradesh,2518,Sorghum and products,5521,Feed,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2571,Soyabean Oil,5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2923,Spices,5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2645,"Spices, Other",5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2907,Starchy Roots,5521,Feed,1000 tonnes,41.15,20.17,64,69,69,68,75
AL,3,Andhra Pradesh,2922,Stimulants,5142,Food,1000 tonnes,41.15,20.17,9,9,9,10,10
AL,3,Andhra Pradesh,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,41.15,20.17,135,130,141,148,151
AL,3,Andhra Pradesh,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,41.15,20.17,61,52,55,55,56
AL,3,Andhra Pradesh,2537,Sugar beet,5521,Feed,1000 tonnes,41.15,20.17,1,1,1,1,1
AL,3,Andhra Pradesh,2573,Sunflowerseed Oil,5142,Food,1000 tonnes,41.15,20.17,16,16,15,16,16
AL,3,Andhra Pradesh,2533,Sweet potatoes,5142,Food,1000 tonnes,41.15,20.17,16,18,4,3,1
AL,3,Andhra Pradesh,2543,"Sweeteners, Other",5142,Food,1000 tonnes,41.15,20.17,72,75,83,90,93
AL,3,Andhra Pradesh,2635,Tea (including mate),5142,Food,1000 tonnes,41.15,20.17,0,0,0,0,0
AL,3,Andhra Pradesh,2601,Tomatoes and products,5142,Food,1000 tonnes,41.15,20.17,151,181,175,175,185
AL,3,Andhra Pradesh,2912,Treenuts,5142,Food,1000 tonnes,41.15,20.17,12,12,13,11,13
AL,3,Andhra Pradesh,2914,Vegetable Oils,5142,Food,1000 tonnes,41.15,20.17,22,22,22,22,22
AL,3,Andhra Pradesh,2605,"Vegetables, Other",5521,Feed,1000 tonnes,41.15,20.17,67,68,78,79,70
AL,3,Andhra Pradesh,2511,Wheat and products,5521,Feed,1000 tonnes,41.15,20.17,30,26,25,20,18
AL,3,Andhra Pradesh,2655,Wine,5142,Food,1000 tonnes,41.15,20.17,20,23,24,24,25
