Area_Abbreviation,Area_Code,Area,Item_Code,Item,Element_Code,Element,Unit,latitude,longitude,Y2009,Y2010,Y2011,Y2012,Y2013
BO,19,Bihar  ,2551,Nuts and products,5142,Food,1000 tonnes,-16.29,-63.59,66,68,69,72,92
BO,19,Bihar  ,2516,Oats,5142,Food,1000 tonnes,-16.29,-63.59,9,9,10,10,9
BO,19,Bihar  ,2945,Offals,5142,Food,1000 tonnes,-16.29,-63.59,49,36,37,39,39
BO,19,Bihar  ,2736,"Offals, Edible",5142,Food,1000 tonnes,-16.29,-63.59,49,36,37,39,39
BO,19,Bihar  ,2913,Oilcrops,5521,Feed,1000 tonnes,-16.29,-63.59,5,3,2,1,2
BO,19,Bihar  ,2586,"Oilcrops Oil, Other",5142,Food,1000 tonnes,-16.29,-63.59,2,1,2,2,2
BO,19,Bihar  ,2570,"Oilcrops, Other",5521,Feed,1000 tonnes,-16.29,-63.59,2,2,1,0,0
BO,19,Bihar  ,2580,Olive Oil,5142,Food,1000 tonnes,-16.29,-63.59,0,0,0,0,0
BO,19,Bihar  ,2563,Olives (including preserved),5142,Food,1000 tonnes,-16.29,-63.59,0,0,0,0,0
BO,19,Bihar  ,2602,Onions,5142,Food,1000 tonnes,-16.29,-63.59,72,67,69,88,79
BO,19,Bihar  ,2611,"Oranges, Mandarines",5142,Food,1000 tonnes,-16.29,-63.59,258,255,257,261,254
BO,19,Bihar  ,2576,Palmkernel Oil,5142,Food,1000 tonnes,-16.29,-63.59,0,0,0,0,0
BO,19,Bihar  ,2547,Peas,5142,Food,1000 tonnes,-16.29,-63.59,6,6,5,5,5
BO,19,Bihar  ,2763,Pelagic Fish,5521,Feed,1000 tonnes,-16.29,-63.59,0,0,0,0,0
BO,19,Bihar  ,2640,Pepper,5142,Food,1000 tonnes,-16.29,-63.59,1,1,0,0,0
BO,19,Bihar  ,2733,Pigmeat,5142,Food,1000 tonnes,-16.29,-63.59,81,84,88,93,95
BO,19,Bihar  ,2641,Pimento,5142,Food,1000 tonnes,-16.29,-63.59,0,0,0,0,0
BO,19,Bihar  ,2618,Pineapples and products,5142,Food,1000 tonnes,-16.29,-63.59,41,40,40,41,42
BO,19,Bihar  ,2616,Plantains,5142,Food,1000 tonnes,-16.29,-63.59,240,252,258,268,257
BO,19,Bihar  ,2531,Potatoes and products,5142,Food,1000 tonnes,-16.29,-63.59,600,641,678,634,690
BO,19,Bihar  ,2734,Poultry Meat,5142,Food,1000 tonnes,-16.29,-63.59,324,383,376,361,366
BO,19,Bihar  ,2911,Pulses,5142,Food,1000 tonnes,-16.29,-63.59,19,35,49,33,49
BO,19,Bihar  ,2549,"Pulses, Other and products",5142,Food,1000 tonnes,-16.29,-63.59,13,10,11,12,12
BO,19,Bihar  ,2558,Rape and Mustardseed,5142,Food,1000 tonnes,-16.29,-63.59,0,0,0,1,1
BO,19,Bihar  ,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,-16.29,-63.59,253,266,270,283,288
BO,19,Bihar  ,2534,"Roots, Other",5142,Food,1000 tonnes,-16.29,-63.59,36,35,36,38,37
BO,19,Bihar  ,2515,Rye and products,5142,Food,1000 tonnes,-16.29,-63.59,0,0,0,0,0
BO,19,Bihar  ,2561,Sesame seed,5142,Food,1000 tonnes,-16.29,-63.59,2,2,3,6,5
BO,19,Bihar  ,2579,Sesameseed Oil,5142,Food,1000 tonnes,-16.29,-63.59,0,0,0,0,0
BO,19,Bihar  ,2518,Sorghum and products,5521,Feed,1000 tonnes,-16.29,-63.59,295,300,300,300,789
BO,19,Bihar  ,2571,Soyabean Oil,5142,Food,1000 tonnes,-16.29,-63.59,11,14,23,23,21
BO,19,Bihar  ,2555,Soyabeans,5142,Food,1000 tonnes,-16.29,-63.59,0,0,0,0,0
BO,19,Bihar  ,2923,Spices,5142,Food,1000 tonnes,-16.29,-63.59,2,1,1,4,4
BO,19,Bihar  ,2645,"Spices, Other",5142,Food,1000 tonnes,-16.29,-63.59,0,0,1,4,4
BO,19,Bihar  ,2907,Starchy Roots,5142,Food,1000 tonnes,-16.29,-63.59,793,845,896,836,898
BO,19,Bihar  ,2922,Stimulants,5142,Food,1000 tonnes,-16.29,-63.59,37,37,38,40,45
BO,19,Bihar  ,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,-16.29,-63.59,255,262,275,279,293
BO,19,Bihar  ,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,-16.29,-63.59,249,256,268,271,284
BO,19,Bihar  ,2573,Sunflowerseed Oil,5142,Food,1000 tonnes,-16.29,-63.59,3,3,4,6,5
BO,19,Bihar  ,2533,Sweet potatoes,5142,Food,1000 tonnes,-16.29,-63.59,6,3,3,4,4
BO,19,Bihar  ,2543,"Sweeteners, Other",5142,Food,1000 tonnes,-16.29,-63.59,4,5,7,7,8
BO,19,Bihar  ,2635,Tea (including mate),5142,Food,1000 tonnes,-16.29,-63.59,2,2,3,3,3
BO,19,Bihar  ,2601,Tomatoes and products,5142,Food,1000 tonnes,-16.29,-63.59,52,61,63,52,56
BO,19,Bihar  ,2912,Treenuts,5142,Food,1000 tonnes,-16.29,-63.59,66,68,69,72,92
BO,19,Bihar  ,2914,Vegetable Oils,5142,Food,1000 tonnes,-16.29,-63.59,27,29,41,43,40
BO,19,Bihar  ,2605,"Vegetables, Other",5142,Food,1000 tonnes,-16.29,-63.59,213,203,212,202,202
BO,19,Bihar  ,2511,Wheat and products,5142,Food,1000 tonnes,-16.29,-63.59,531,543,527,529,533
BO,19,Bihar  ,2655,Wine,5142,Food,1000 tonnes,-16.29,-63.59,8,8,9,9,9
