Area_Abbreviation,Area_Code,Area,Item_Code,Item,Element_Code,Element,Unit,latitude,longitude,Y2009,Y2010,Y2011,Y2012,Y2013
DZ,4,Haryana,2571,Soyabean Oil,5142,Food,1000 tonnes,28.03,1.66,208,298,296,305,293
DZ,4,Haryana,2923,Spices,5142,Food,1000 tonnes,28.03,1.66,24,21,32,30,33
DZ,4,Haryana,2907,Starchy Roots,5142,Food,1000 tonnes,28.03,1.66,2362,2435,2437,2521,2540
DZ,4,Haryana,2922,Stimulants,5142,Food,1000 tonnes,28.03,1.66,162,110,168,176,184
DZ,4,Haryana,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,28.03,1.66,1133,1158,1033,1163,1119
DZ,4,Haryana,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,28.03,1.66,1115,1130,1007,1134,1089
DZ,4,Haryana,2536,Sugar cane,5521,Feed,1000 tonnes,28.03,1.66,0,0,0,0,0
DZ,4,Haryana,2573,Sunflowerseed Oil,5142,Food,1000 tonnes,28.03,1.66,41,76,79,88,77
DZ,4,Haryana,2543,"Sweeteners, Other",5142,Food,1000 tonnes,28.03,1.66,13,22,20,23,24
DZ,4,Haryana,2635,Tea (including mate),5142,Food,1000 tonnes,28.03,1.66,12,12,16,16,13
DZ,4,Haryana,2601,Tomatoes and products,5142,Food,1000 tonnes,28.03,1.66,757,804,882,988,1073
DZ,4,Haryana,2914,Vegetable Oils,5142,Food,1000 tonnes,28.03,1.66,447,496,568,575,586
DZ,4,Haryana,2511,Wheat and products,5521,Feed,1000 tonnes,28.03,1.66,200,280,450,635,545
DZ,4,Haryana,2655,Wine,5142,Food,1000 tonnes,28.03,1.66,0,0,0,0,0
