Area_Abbreviation,Area_Code,Area,Item_Code,Item,Element_Code,Element,Unit,latitude,longitude,Y2009,Y2010,Y2011,Y2012,Y2013
BB,14,Jharkhand,2611,"Oranges, Mandarines",5142,Food,1000 tonnes,13.19,-59.54,12,10,9,9,8
BB,14,Jharkhand,2576,Palmkernel Oil,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2547,Peas,5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2763,Pelagic Fish,5142,Food,1000 tonnes,13.19,-59.54,7,6,6,6,7
BB,14,Jharkhand,2640,Pepper,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2733,Pigmeat,5142,Food,1000 tonnes,13.19,-59.54,2,2,2,2,2
BB,14,Jharkhand,2641,Pimento,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2618,Pineapples and products,5142,Food,1000 tonnes,13.19,-59.54,2,1,1,1,1
BB,14,Jharkhand,2616,Plantains,5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2531,Potatoes and products,5142,Food,1000 tonnes,13.19,-59.54,14,13,13,14,14
BB,14,Jharkhand,2734,Poultry Meat,5142,Food,1000 tonnes,13.19,-59.54,12,12,13,13,12
BB,14,Jharkhand,2911,Pulses,5142,Food,1000 tonnes,13.19,-59.54,2,2,2,2,2
BB,14,Jharkhand,2549,"Pulses, Other and products",5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2558,Rape and Mustardseed,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2805,Rice (Milled Equivalent),5521,Feed,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2534,"Roots, Other",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2515,Rye and products,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2561,Sesame seed,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2579,Sesameseed Oil,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2518,Sorghum and products,5521,Feed,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2571,Soyabean Oil,5142,Food,1000 tonnes,13.19,-59.54,2,2,2,2,2
BB,14,Jharkhand,2555,Soyabeans,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2923,Spices,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2645,"Spices, Other",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2907,Starchy Roots,5142,Food,1000 tonnes,13.19,-59.54,16,16,14,16,17
BB,14,Jharkhand,2922,Stimulants,5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,13.19,-59.54,16,16,16,17,17
BB,14,Jharkhand,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,13.19,-59.54,16,16,16,16,16
BB,14,Jharkhand,2573,Sunflowerseed Oil,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2533,Sweet potatoes,5142,Food,1000 tonnes,13.19,-59.54,1,1,0,1,1
BB,14,Jharkhand,2543,"Sweeteners, Other",5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2635,Tea (including mate),5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2601,Tomatoes and products,5142,Food,1000 tonnes,13.19,-59.54,1,1,1,2,1
BB,14,Jharkhand,2912,Treenuts,5142,Food,1000 tonnes,13.19,-59.54,1,0,1,1,1
BB,14,Jharkhand,2914,Vegetable Oils,5142,Food,1000 tonnes,13.19,-59.54,3,3,3,3,3
BB,14,Jharkhand,2511,Wheat and products,5142,Food,1000 tonnes,13.19,-59.54,17,17,18,18,19
BB,14,Jharkhand,2655,Wine,5142,Food,1000 tonnes,13.19,-59.54,3,2,2,2,2
BB,14,Jharkhand,2535,Yams,5142,Food,1000 tonnes,13.19,-59.54,1,1,0,0,1
