Area_Abbreviation,Area_Code,Area,Item_Code,Item,Element_Code,Element,Unit,latitude,longitude,Y2009,Y2010,Y2011,Y2012,Y2013
AT,11,Meghalaya,2602,Onions,5142,Food,1000 tonnes,47.52,14.55,99,121,142,67,85
AT,11,Meghalaya,2611,"Oranges, Mandarines",5142,Food,1000 tonnes,47.52,14.55,86,82,181,208,219
AT,11,Meghalaya,2577,Palm Oil,5142,Food,1000 tonnes,47.52,14.55,7,7,7,3,3
AT,11,Meghalaya,2547,Peas,5521,Feed,1000 tonnes,47.52,14.55,28,26,28,8,14
AT,11,Meghalaya,2763,Pelagic Fish,5521,Feed,1000 tonnes,47.52,14.55,29,29,33,28,25
AT,11,Meghalaya,2640,Pepper,5142,Food,1000 tonnes,47.52,14.55,1,1,0,1,1
AT,11,Meghalaya,2733,Pigmeat,5142,Food,1000 tonnes,47.52,14.55,461,454,445,408,447
AT,11,Meghalaya,2641,Pimento,5142,Food,1000 tonnes,47.52,14.55,2,2,3,2,2
AT,11,Meghalaya,2618,Pineapples and products,5142,Food,1000 tonnes,47.52,14.55,21,20,19,19,22
AT,11,Meghalaya,2616,Plantains,5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,1
AT,11,Meghalaya,2531,Potatoes and products,5521,Feed,1000 tonnes,47.52,14.55,20,8,10,8,8
AT,11,Meghalaya,2734,Poultry Meat,5521,Feed,1000 tonnes,47.52,14.55,0,0,0,0,0
AT,11,Meghalaya,2911,Pulses,5521,Feed,1000 tonnes,47.52,14.55,41,52,56,33,37
AT,11,Meghalaya,2549,"Pulses, Other and products",5142,Food,1000 tonnes,47.52,14.55,2,1,1,2,2
AT,11,Meghalaya,2558,Rape and Mustardseed,5521,Feed,1000 tonnes,47.52,14.55,0,0,1,0,0
AT,11,Meghalaya,2558,Rape and Mustardseed,5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0
AT,11,Meghalaya,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,47.52,14.55,30,29,31,34,31
AT,11,Meghalaya,2534,"Roots, Other",5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0
AT,11,Meghalaya,2515,Rye and products,5521,Feed,1000 tonnes,47.52,14.55,86,94,88,94,119
AT,11,Meghalaya,2561,Sesame seed,5142,Food,1000 tonnes,47.52,14.55,2,2,2,3,2
AT,11,Meghalaya,2579,Sesameseed Oil,5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0
AT,11,Meghalaya,2518,Sorghum and products,5521,Feed,1000 tonnes,47.52,14.55,0,4,7,8,10
AT,11,Meghalaya,2571,Soyabean Oil,5142,Food,1000 tonnes,47.52,14.55,11,13,13,10,10
AT,11,Meghalaya,2555,Soyabeans,5142,Food,1000 tonnes,47.52,14.55,14,14,15,15,17
AT,11,Meghalaya,2923,Spices,5142,Food,1000 tonnes,47.52,14.55,8,7,7,7,9
AT,11,Meghalaya,2645,"Spices, Other",5142,Food,1000 tonnes,47.52,14.55,4,4,4,5,5
AT,11,Meghalaya,2907,Starchy Roots,5142,Food,1000 tonnes,47.52,14.55,481,478,492,465,496
AT,11,Meghalaya,2922,Stimulants,5142,Food,1000 tonnes,47.52,14.55,69,61,76,93,92
AT,11,Meghalaya,2909,Sugar & Sweeteners,5521,Feed,1000 tonnes,47.52,14.55,3,3,3,3,3
AT,11,Meghalaya,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,47.52,14.55,392,405,402,401,385
AT,11,Meghalaya,2542,Sugar (Raw Equivalent),5521,Feed,1000 tonnes,47.52,14.55,3,3,3,3,3
AT,11,Meghalaya,2557,Sunflower seed,5142,Food,1000 tonnes,47.52,14.55,5,5,5,5,8
AT,11,Meghalaya,2573,Sunflowerseed Oil,5142,Food,1000 tonnes,47.52,14.55,39,37,39,60,58
AT,11,Meghalaya,2533,Sweet potatoes,5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0
AT,11,Meghalaya,2543,"Sweeteners, Other",5142,Food,1000 tonnes,47.52,14.55,41,53,45,45,38
AT,11,Meghalaya,2635,Tea (including mate),5142,Food,1000 tonnes,47.52,14.55,2,1,2,3,4
AT,11,Meghalaya,2601,Tomatoes and products,5142,Food,1000 tonnes,47.52,14.55,134,154,164,170,162
AT,11,Meghalaya,2912,Treenuts,5142,Food,1000 tonnes,47.52,14.55,58,48,49,53,58
AT,11,Meghalaya,2914,Vegetable Oils,5142,Food,1000 tonnes,47.52,14.55,195,202,188,191,190
AT,11,Meghalaya,2918,Vegetables,5521,Feed,1000 tonnes,47.52,14.55,0,0,0,0,0
AT,11,Meghalaya,2605,"Vegetables, Other",5142,Food,1000 tonnes,47.52,14.55,614,612,616,642,634
AT,11,Meghalaya,2511,Wheat and products,5521,Feed,1000 tonnes,47.52,14.55,387,419,577,339,467
AT,11,Meghalaya,2655,Wine,5142,Food,1000 tonnes,47.52,14.55,269,257,260,250,269
AT,11,Meghalaya,2535,Yams,5142,Food,1000 tonnes,47.52,14.55,0,0,0,0,0
