Area_Abbreviation,Area_Code,Area,Item_Code,Item,Element_Code,Element,Unit,latitude,longitude,Y2009,Y2010,Y2011,Y2012,Y2013
BJ,53,Telangana,2571,Soyabean Oil,5142,Food,1000 tonnes,9.31,2.32,2,3,3,2,2
BJ,53,Telangana,2555,Soyabeans,5142,Food,1000 tonnes,9.31,2.32,0,0,0,0,0
BJ,53,Telangana,2923,Spices,5142,Food,1000 tonnes,9.31,2.32,26,39,39,68,67
BJ,53,Telangana,2645,"Spices, Other",5142,Food,1000 tonnes,9.31,2.32,0,0,0,0,0
BJ,53,Telangana,2907,Starchy Roots,5142,Food,1000 tonnes,9.31,2.32,2378,2631,2816,2624,2814
BJ,53,Telangana,2922,Stimulants,5142,Food,1000 tonnes,9.31,2.32,1,2,2,2,1
BJ,53,Telangana,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,9.31,2.32,46,51,52,63,81
BJ,53,Telangana,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,9.31,2.32,44,46,49,59,74
BJ,53,Telangana,2573,Sunflowerseed Oil,5142,Food,1000 tonnes,9.31,2.32,0,0,0,0,0
BJ,53,Telangana,2533,Sweet potatoes,5142,Food,1000 tonnes,9.31,2.32,57,70,44,63,58
BJ,53,Telangana,2543,"Sweeteners, Other",5142,Food,1000 tonnes,9.31,2.32,2,5,3,4,7
BJ,53,Telangana,2635,Tea (including mate),5142,Food,1000 tonnes,9.31,2.32,0,0,0,0,0
BJ,53,Telangana,2601,Tomatoes and products,5142,Food,1000 tonnes,9.31,2.32,208,238,201,285,378
BJ,53,Telangana,2912,Treenuts,5142,Food,1000 tonnes,9.31,2.32,61,47,44,77,66
BJ,53,Telangana,2914,Vegetable Oils,5142,Food,1000 tonnes,9.31,2.32,57,64,69,67,68
BJ,53,Telangana,2918,Vegetables,5142,Food,1000 tonnes,9.31,2.32,353,348,318,534,592
BJ,53,Telangana,2511,Wheat and products,5142,Food,1000 tonnes,9.31,2.32,63,68,84,133,135
BJ,53,Telangana,2655,Wine,5142,Food,1000 tonnes,9.31,2.32,4,9,10,7,4
BJ,53,Telangana,2535,Yams,5521,Feed,1000 tonnes,9.31,2.32,237,262,273,274,318
