Area_Abbreviation,Area_Code,Area,Item_Code,Item,Element_Code,Element,Unit,Latitude,Longitude,Y2009,Y2010,Y2011,Y2012,Y2013
TW,214,Ladakh,2918,Vegetables,5142,Food,1000 tonnes,23.7,120.96,2574,2579,2692,2604,2598
TW,214,Ladakh,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,23.7,120.96,2489,2729,2828,2704,2696
TW,214,Ladakh,2922,Stimulants,5142,Food,1000 tonnes,23.7,120.96,66,79,76,73,77
TW,214,Ladakh,2923,Spices,5142,Food,1000 tonnes,23.7,120.96,39,42,43,42,43
TW,214,Ladakh,2924,Alcoholic Beverages,5142,Food,1000 tonnes,23.7,120.96,741,794,804,841,812
TW,214,Ladakh,2943,Meat,5142,Food,1000 tonnes,23.7,120.96,1935,1800,1845,1791,1813
TW,214,Ladakh,2945,Offals,5142,Food,1000 tonnes,23.7,120.96,74,74,76,75,75
TW,214,Ladakh,2946,Animal fats,5142,Food,1000 tonnes,23.7,120.96,65,70,73,72,71
TW,214,Ladakh,2949,Eggs,5142,Food,1000 tonnes,23.7,120.96,287,303,297,304,305
TW,214,Ladakh,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,23.7,120.96,843,847,949,935,973
TW,214,Ladakh,2960,"Fish, Seafood",5142,Food,1000 tonnes,23.7,120.96,667,694,765,826,826
TW,214,Ladakh,2961,"Aquatic Products, Other",5142,Food,1000 tonnes,23.7,120.96,9,10,11,9,9
TW,214,Ladakh,2928,Miscellaneous,5142,Food,1000 tonnes,23.7,120.96,6,7,6,7,8
