Area_Abbreviation,Area_Code,Area,Item_Code,Item,Element_Code,Element,Unit,latitude,longitude,Y2009,Y2010,Y2011,Y2012,Y2013
AO,7,Manipur,2625,"Fruits, Other",5142,Food,1000 tonnes,-11.2,17.87,56,36,48,53,50
AO,7,Manipur,2620,Grapes and products (excl wine),5142,Food,1000 tonnes,-11.2,17.87,1,1,1,2,2
AO,7,Manipur,2556,Groundnuts (Shelled Eq),5142,Food,1000 tonnes,-11.2,17.87,40,42,45,31,47
AO,7,Manipur,2745,Honey,5142,Food,1000 tonnes,-11.2,17.87,26,23,23,23,23
AO,7,Manipur,2680,Infant food,5142,Food,1000 tonnes,-11.2,17.87,2,2,4,3,5
AO,7,Manipur,2514,Maize and products,5142,Food,1000 tonnes,-11.2,17.87,729,782,797,768,833
AO,7,Manipur,2582,Maize Germ Oil,5142,Food,1000 tonnes,-11.2,17.87,0,0,0,0,0
AO,7,Manipur,2764,"Marine Fish, Other",5142,Food,1000 tonnes,-11.2,17.87,23,33,24,24,24
AO,7,Manipur,2943,Meat,5142,Food,1000 tonnes,-11.2,17.87,472,550,643,726,776
AO,7,Manipur,2735,"Meat, Other",5142,Food,1000 tonnes,-11.2,17.87,8,9,9,9,9
AO,7,Manipur,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,-11.2,17.87,193,215,225,260,264
AO,7,Manipur,2517,Millet and products,5142,Food,1000 tonnes,-11.2,17.87,36,39,48,13,30
AO,7,Manipur,2928,Miscellaneous,5142,Food,1000 tonnes,-11.2,17.87,2,2,4,3,5
AO,7,Manipur,2767,"Molluscs, Other",5142,Food,1000 tonnes,-11.2,17.87,1,0,0,0,0
AO,7,Manipur,2732,Mutton & Goat Meat,5142,Food,1000 tonnes,-11.2,17.87,24,22,22,22,23
AO,7,Manipur,2551,Nuts and products,5142,Food,1000 tonnes,-11.2,17.87,2,2,2,2,2
AO,7,Manipur,2516,Oats,5142,Food,1000 tonnes,-11.2,17.87,1,0,0,0,0
AO,7,Manipur,2945,Offals,5142,Food,1000 tonnes,-11.2,17.87,20,21,22,23,25
AO,7,Manipur,2736,"Offals, Edible",5142,Food,1000 tonnes,-11.2,17.87,20,21,22,23,25
AO,7,Manipur,2913,Oilcrops,5142,Food,1000 tonnes,-11.2,17.87,53,53,58,45,64
AO,7,Manipur,2586,"Oilcrops Oil, Other",5142,Food,1000 tonnes,-11.2,17.87,19,19,15,17,15
AO,7,Manipur,2580,Olive Oil,5142,Food,1000 tonnes,-11.2,17.87,2,2,3,4,4
AO,7,Manipur,2602,Onions,5142,Food,1000 tonnes,-11.2,17.87,1,2,7,7,7
AO,7,Manipur,2611,"Oranges, Mandarines",5142,Food,1000 tonnes,-11.2,17.87,1,2,3,7,6
AO,7,Manipur,2577,Palm Oil,5142,Food,1000 tonnes,-11.2,17.87,60,60,60,65,65
AO,7,Manipur,2576,Palmkernel Oil,5142,Food,1000 tonnes,-11.2,17.87,8,8,7,7,7
AO,7,Manipur,2763,Pelagic Fish,5521,Feed,1000 tonnes,-11.2,17.87,12,9,38,38,38
AO,7,Manipur,2640,Pepper,5142,Food,1000 tonnes,-11.2,17.87,0,0,0,0,0
AO,7,Manipur,2733,Pigmeat,5142,Food,1000 tonnes,-11.2,17.87,128,132,160,175,191
AO,7,Manipur,2641,Pimento,5142,Food,1000 tonnes,-11.2,17.87,0,0,0,0,0
AO,7,Manipur,2618,Pineapples and products,5142,Food,1000 tonnes,-11.2,17.87,263,282,294,253,431
AO,7,Manipur,2531,Potatoes and products,5142,Food,1000 tonnes,-11.2,17.87,542,556,560,425,438
AO,7,Manipur,2734,Poultry Meat,5142,Food,1000 tonnes,-11.2,17.87,176,257,309,349,372
AO,7,Manipur,2911,Pulses,5142,Food,1000 tonnes,-11.2,17.87,164,170,183,185,192
AO,7,Manipur,2574,Rape and Mustard Oil,5142,Food,1000 tonnes,-11.2,17.87,0,0,0,0,1
AO,7,Manipur,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,-11.2,17.87,138,139,147,182,174
AO,7,Manipur,2534,"Roots, Other",5142,Food,1000 tonnes,-11.2,17.87,0,0,0,0,0
AO,7,Manipur,2561,Sesame seed,5142,Food,1000 tonnes,-11.2,17.87,2,3,3,3,3
AO,7,Manipur,2518,Sorghum and products,5521,Feed,1000 tonnes,-11.2,17.87,41,47,62,12,46
AO,7,Manipur,2518,Sorghum and products,5142,Food,1000 tonnes,-11.2,17.87,0,0,0,0,0
AO,7,Manipur,2571,Soyabean Oil,5142,Food,1000 tonnes,-11.2,17.87,63,66,72,75,77
AO,7,Manipur,2555,Soyabeans,5142,Food,1000 tonnes,-11.2,17.87,6,6,8,6,11
AO,7,Manipur,2923,Spices,5142,Food,1000 tonnes,-11.2,17.87,0,0,0,0,1
AO,7,Manipur,2645,"Spices, Other",5142,Food,1000 tonnes,-11.2,17.87,0,0,0,0,0
AO,7,Manipur,2907,Starchy Roots,5521,Feed,1000 tonnes,-11.2,17.87,6080,6000,6280,4880,8880
AO,7,Manipur,2922,Stimulants,5142,Food,1000 tonnes,-11.2,17.87,16,50,53,55,17
AO,7,Manipur,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,-11.2,17.87,277,278,296,324,350
AO,7,Manipur,2536,Sugar cane,5521,Feed,1000 tonnes,-11.2,17.87,5,5,5,5,5
AO,7,Manipur,2908,Sugar Crops,5521,Feed,1000 tonnes,-11.2,17.87,5,5,5,5,5
AO,7,Manipur,2573,Sunflowerseed Oil,5142,Food,1000 tonnes,-11.2,17.87,4,4,4,5,5
AO,7,Manipur,2533,Sweet potatoes,5142,Food,1000 tonnes,-11.2,17.87,875,878,930,626,1056
AO,7,Manipur,2543,"Sweeteners, Other",5142,Food,1000 tonnes,-11.2,17.87,0,0,0,0,0
AO,7,Manipur,2635,Tea (including mate),5142,Food,1000 tonnes,-11.2,17.87,1,0,1,1,1
AO,7,Manipur,2601,Tomatoes and products,5142,Food,1000 tonnes,-11.2,17.87,79,73,86,95,102
AO,7,Manipur,2912,Treenuts,5142,Food,1000 tonnes,-11.2,17.87,2,2,2,2,2
AO,7,Manipur,2914,Vegetable Oils,5142,Food,1000 tonnes,-11.2,17.87,169,172,178,189,192
AO,7,Manipur,2511,Wheat and products,5142,Food,1000 tonnes,-11.2,17.87,658,693,776,837,874
AO,7,Manipur,2655,Wine,5142,Food,1000 tonnes,-11.2,17.87,80,91,95,103,100
